2024-08-16 00:05:38.553 [http-nio-8990-exec-2] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 您不是本项目的成员] -- 
2024-08-16 21:02:52.342 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-16 21:02:52.566 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-16 21:02:52.612 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-16 21:02:52.644 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 7d7d2606-bf8d-467c-ac56-bed0f840fe65
 -- 
2024-08-16 21:02:52.653 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@41f12822, org.springframework.security.web.context.SecurityContextPersistenceFilter@e9ff54c, org.springframework.security.web.header.HeaderWriterFilter@14acecf, org.springframework.web.filter.CorsFilter@3342a1d8, org.springframework.security.web.authentication.logout.LogoutFilter@7f619598, com.freebe.code.web.filter.JWTAuthenticationFilter@2e17b852, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@14567a49, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@43bdf2ba, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5eec5eb8, org.springframework.security.web.session.SessionManagementFilter@11cb93c3, org.springframework.security.web.access.ExceptionTranslationFilter@42fb151b, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@36356fa5] -- 
2024-08-16 21:02:52.679 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 21:02:52.682 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-16 21:02:53.502 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 4.485 seconds (JVM running for 176.637) -- 
2024-08-16 21:02:53.527 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-16 21:02:59.042 [http-nio-8990-exec-3] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-16 21:02:59.045 [http-nio-8990-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-16 21:02:59.049 [http-nio-8990-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 3 ms -- 
2024-08-16 21:52:46.169 [HikariPool-2 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-2 - Thread starvation or clock leap detected (housekeeper delta=15m54s998ms). -- 
2024-08-16 21:57:23.516 [HikariPool-2 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-2 - Thread starvation or clock leap detected (housekeeper delta=4m37s346ms). -- 
2024-08-16 22:04:56.064 [SpringApplicationShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 22:04:56.071 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-2 - Shutdown initiated... -- 
2024-08-16 22:04:56.098 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-2 - Shutdown completed. -- 
2024-08-16 22:04:58.974 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 58808 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-16 22:04:58.979 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-16 22:04:59.186 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor -- Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable -- 
2024-08-16 22:04:59.188 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor -- For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG' -- 
2024-08-16 22:05:00.689 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-16 22:05:00.919 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 222 ms. Found 17 JPA repository interfaces. -- 
2024-08-16 22:05:02.373 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-16 22:05:02.387 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 22:05:02.388 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-16 22:05:02.388 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-16 22:05:02.503 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-16 22:05:02.503 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 3315 ms -- 
2024-08-16 22:05:03.081 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Starting... -- 
2024-08-16 22:05:03.454 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Start completed. -- 
2024-08-16 22:05:05.289 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 22:05:07.806 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@b2e483a -- 
2024-08-16 22:05:07.972 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-16 22:05:08.907 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-16 22:05:09.230 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-16 22:05:09.415 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 2eb47541-9f5a-4f51-994e-0db622838583
 -- 
2024-08-16 22:05:09.567 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6232879e, org.springframework.security.web.context.SecurityContextPersistenceFilter@372f5c92, org.springframework.security.web.header.HeaderWriterFilter@51df5130, org.springframework.web.filter.CorsFilter@6eb60e44, org.springframework.security.web.authentication.logout.LogoutFilter@17f38aba, com.freebe.code.web.filter.JWTAuthenticationFilter@6191aab3, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6bb1d8ab, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@62f3bfc6, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6459213c, org.springframework.security.web.session.SessionManagementFilter@3518958f, org.springframework.security.web.access.ExceptionTranslationFilter@7c426788, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7b224d] -- 
2024-08-16 22:05:09.744 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 22:05:09.771 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-16 22:05:11.297 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 12.988 seconds (JVM running for 13.7) -- 
2024-08-16 22:05:12.926 [http-nio-8990-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-16 22:05:12.927 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-16 22:05:12.932 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 5 ms -- 
2024-08-16 22:13:05.655 [Thread-5] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 22:13:05.675 [Thread-5] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Shutdown initiated... -- 
2024-08-16 22:13:05.700 [Thread-5] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Shutdown completed. -- 
2024-08-16 22:13:06.298 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 58808 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-16 22:13:06.299 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-16 22:13:06.865 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-16 22:13:07.011 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 142 ms. Found 17 JPA repository interfaces. -- 
2024-08-16 22:13:07.323 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-16 22:13:07.328 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 22:13:07.328 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-16 22:13:07.328 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-16 22:13:07.347 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-16 22:13:07.347 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 1018 ms -- 
2024-08-16 22:13:07.498 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-2 - Starting... -- 
2024-08-16 22:13:07.566 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-2 - Start completed. -- 
2024-08-16 22:13:08.165 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 22:13:09.008 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@5b6244d2 -- 
2024-08-16 22:13:09.071 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-16 22:13:09.256 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-16 22:13:09.283 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-16 22:13:09.303 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 26322d82-64c3-4410-8d96-6039b03eae53
 -- 
2024-08-16 22:13:09.311 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1baf2d43, org.springframework.security.web.context.SecurityContextPersistenceFilter@6974be97, org.springframework.security.web.header.HeaderWriterFilter@36a68dda, org.springframework.web.filter.CorsFilter@49bb0402, org.springframework.security.web.authentication.logout.LogoutFilter@5c1ea320, com.freebe.code.web.filter.JWTAuthenticationFilter@685e6560, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2224083a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@206e89f9, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@359aad1e, org.springframework.security.web.session.SessionManagementFilter@4f7ffe79, org.springframework.security.web.access.ExceptionTranslationFilter@3a5e38a3, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3e63f4e9] -- 
2024-08-16 22:13:09.335 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 22:13:09.337 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-16 22:13:10.312 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 4.356 seconds (JVM running for 492.711) -- 
2024-08-16 22:13:10.357 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-16 22:13:11.867 [http-nio-8990-exec-3] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-16 22:13:11.872 [http-nio-8990-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
